ci95_high,ci95_low,comparison,estimand,median_difference,method,metric,n_pairs,n_strata,paired_mean_difference,scenario,sign_consistency,standardized_effect
0.35555555555555557,0.2222222222222222,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,fixed_r4,failure_indicator,180,6,0.2888888888888889,gilbert_burst_message_loss,0.9722222222222222,0.5639117182178837
19.077916666666667,10.92763888888889,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,fixed_r4,recovery_steps_after_release,180,6,15.122222222222222,gilbert_burst_message_loss,0.9277777777777778,0.47058481815479747
0.003031727430555551,-0.013534765625000002,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,crmf,mean_fragmentation,180,6,-0.004807291666666668,actuation_velocity_scale_acceleration_heading_lag,0.9055555555555556,-0.0801235401027773
0.002494270833333324,-0.02099852430555556,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,crmf,mean_largest_scc_fraction,180,6,-0.00859201388888889,actuation_velocity_scale_acceleration_heading_lag,0.8722222222222222,-0.10438436224416008
-4.739716456193738e-05,-0.00018916953751662655,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,-9.042606138938642e-06,crmf,mean_contact_break_rate,180,6,-0.0001110811344929526,actuation_velocity_scale_acceleration_heading_lag,0.7388888888888889,-0.22716375464477667
0.0008992761720693875,0.0004397499489077818,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0005489278769838356,crmf,radius_temporal_variation,180,6,0.0006731245998631853,actuation_velocity_scale_acceleration_heading_lag,0.7222222222222222,0.4102804991985758
-5.475842411486689e-06,-0.0009454623592911576,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,crmf,mean_control_effort_proxy,180,6,-0.00039568487815755046,actuation_velocity_scale_acceleration_heading_lag,0.5888888888888889,-0.11893147882145129
0.005555555555555554,-0.049999999999999996,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,crmf,failure_indicator,180,6,-0.022222222222222223,actuation_velocity_scale_acceleration_heading_lag,0.9944444444444445,-0.12228676051051912
2.216666666666667,-3.0499999999999994,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,crmf,recovery_steps_after_release,180,6,-0.4166666666666667,actuation_velocity_scale_acceleration_heading_lag,0.9611111111111111,-0.023561329697384344
0.25958389756944444,0.21250690104166664,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.20937499999999998,fixed_r4,mean_fragmentation,180,6,0.23534895833333333,actuation_velocity_scale_acceleration_heading_lag,0.9666666666666667,1.07327830583187
-0.17997816840277778,-0.22516384548611112,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,-0.14531249999999996,fixed_r4,mean_largest_scc_fraction,180,6,-0.20273958333333333,actuation_velocity_scale_acceleration_heading_lag,0.8722222222222222,-0.8977161172391495
0.00097021830693141,0.000420725103090176,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.00016202882699253683,fixed_r4,mean_contact_break_rate,180,6,0.0006820655646204364,actuation_velocity_scale_acceleration_heading_lag,0.6555555555555556,0.3375387196344125
-0.0015782918496521046,-0.0019497291258172749,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,-0.001487689110752958,fixed_r4,radius_temporal_variation,180,6,-0.0017526286197127865,actuation_velocity_scale_acceleration_heading_lag,1.0,-1.1297157331868497
0.0025691795817457353,0.000667270981785429,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0004139477076446781,fixed_r4,mean_control_effort_proxy,180,6,0.0016239477989958544,actuation_velocity_scale_acceleration_heading_lag,0.7333333333333333,0.23142388224176932
0.5333333333333333,0.4055555555555556,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,fixed_r4,failure_indicator,180,6,0.47222222222222227,actuation_velocity_scale_acceleration_heading_lag,0.9944444444444445,0.9229254993281688
27.98888888888889,19.983333333333334,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,fixed_r4,recovery_steps_after_release,180,6,23.92222222222222,actuation_velocity_scale_acceleration_heading_lag,0.9722222222222222,0.7230858395718776
