density,failure_indicator_mean,failure_indicator_sd,geometry,mean_contact_break_rate_mean,mean_contact_break_rate_sd,mean_control_effort_proxy_mean,mean_control_effort_proxy_sd,mean_fragmentation_mean,mean_fragmentation_sd,mean_largest_scc_fraction_mean,mean_largest_scc_fraction_sd,method,method_label,n_pairs,radius_temporal_variation_mean,radius_temporal_variation_sd,recovery_steps_after_release_mean,recovery_steps_after_release_sd,scenario
0.0204,0.1,0.30512857662936466,clustered,0.00047914329453657554,0.00024161588163045122,0.006237335307293761,0.0008739634391854497,0.115375,0.16601151224621702,0.8090416666666667,0.18021209840927638,crmf,CRMF,30,0.006532909901440799,0.002288860826199126,17.133333333333333,27.315188819224463,count_undercount_one
0.0331,0.1,0.30512857662936466,clustered,0.0004862859663281254,0.00026252391632975043,0.006230082894684326,0.0009015529876474064,0.0965,0.14155783514046538,0.8314895833333333,0.19000474421491126,crmf,CRMF,30,0.005464252944688524,0.0019380811265899674,18.3,28.43158758166334,count_undercount_one
0.0123,0.13333333333333333,0.3457459036417604,uniform,0.00043372879005577073,0.00038862860355758474,0.006926244899214334,0.0007309580217857828,0.08385416666666666,0.0705021787029863,0.9145520833333334,0.06978949082000262,crmf,CRMF,30,0.0003917602475735946,0.0005941753342395443,8.133333333333333,21.090500122147382,count_undercount_one
0.0204,0.0,0.0,uniform,0.0003921659532031427,0.00026571902008860784,0.00656075033961016,0.0005891074661751606,0.00309375,0.006983060438081326,0.996,0.009359685767824356,crmf,CRMF,30,0.0014426991497348684,0.001202786079265898,0.0,0.0,count_undercount_one
0.0331,0.0,0.0,uniform,0.00044449238223891505,0.0002140307872414123,0.006309046226279829,0.0006016612656751971,0.0,0.0,1.0,0.0,crmf,CRMF,30,0.003964642614467668,0.001062461180035364,0.0,0.0,count_undercount_one
0.0123,0.26666666666666666,0.4497764451088036,clustered,0.0003854092989617888,0.00018631754948914602,0.006281460912525153,0.0009076606892202414,0.15027083333333333,0.18739405651563515,0.7278541666666667,0.21334790164708123,crmf,CRMF,30,0.004066902781983432,0.0017466973262325225,34.166666666666664,29.77858908370395,gilbert_burst_message_loss
0.0204,0.2,0.4068381021724862,clustered,0.0004761444716671005,0.0002313852611149948,0.006248596944326029,0.0008700488111414624,0.12810416666666666,0.17359429913809707,0.7692708333333333,0.1921640691024807,crmf,CRMF,30,0.0037124886697850897,0.0017713583580292575,23.133333333333333,29.59815154215958,gilbert_burst_message_loss
0.0331,0.16666666666666666,0.3790490217894517,clustered,0.000480819835879935,0.00023491156225932553,0.006237135882007614,0.0009029887035834591,0.11941666666666667,0.167894778385736,0.7960416666666668,0.19454433134131724,crmf,CRMF,30,0.0037287575018643015,0.001830212765025259,24.4,30.39464562646883,gilbert_burst_message_loss
0.0123,0.13333333333333333,0.3457459036417604,uniform,0.00043372879005577073,0.00038862860355758474,0.006938752752597528,0.000729206680006075,0.08377083333333334,0.07050798655035512,0.9146354166666666,0.06979732644532474,crmf,CRMF,30,0.00038294022422922564,0.0005772849042926853,8.133333333333333,21.090500122147382,gilbert_burst_message_loss
0.0204,0.0,0.0,uniform,0.0003922025350000405,0.00026574966191263914,0.0065610499704244875,0.0005891352694903454,0.00309375,0.006983060438081326,0.996,0.009359685767824356,crmf,CRMF,30,0.0012434847875343893,0.0010872211532195405,0.0,0.0,gilbert_burst_message_loss
0.0331,0.0,0.0,uniform,0.00044449238223891505,0.0002140307872414123,0.006309046283736669,0.0006016612593852403,0.0,0.0,1.0,0.0,crmf,CRMF,30,0.002898821354921023,0.0009993406591762176,0.0,0.0,gilbert_burst_message_loss
0.0123,0.26666666666666666,0.4497764451088036,clustered,0.00038370964887476466,0.0001877192242280675,0.006275741945072235,0.0009076798831704077,0.1499375,0.1872884115049613,0.7274479166666666,0.21311800163156672,crmf,CRMF,30,0.004039001187851018,0.0016876031864952157,34.166666666666664,29.77858908370395,message_dropout_0p10
0.0204,0.2,0.4068381021724862,clustered,0.00047953809484925703,0.00023095248791551846,0.006240072090078739,0.0008729749458408835,0.12595833333333334,0.17224358858161096,0.7698541666666666,0.19207065121322223,crmf,CRMF,30,0.0037661028517578577,0.001798905452547141,23.133333333333333,29.59815154215958,message_dropout_0p10
0.0331,0.16666666666666666,0.3790490217894517,clustered,0.00048374325989295304,0.00023465638694182393,0.006231478374291244,0.0009013562933995813,0.1195,0.16808685152376557,0.7960416666666668,0.19449225752289107,crmf,CRMF,30,0.0037054869460516177,0.0018176353448874408,24.4,30.39464562646883,message_dropout_0p10
0.0123,0.13333333333333333,0.3457459036417604,uniform,0.00044067323450021524,0.00039543646113174974,0.006958035009749198,0.0007336369637302145,0.08410416666666666,0.07062460583757366,0.9143020833333334,0.06990727017493804,crmf,CRMF,30,0.0003829407506824965,0.000577285669001768,8.433333333333334,21.03475503875027,message_dropout_0p10
0.0204,0.0,0.0,uniform,0.0003922025350000405,0.00026574966191263914,0.006561108039282491,0.0005892990612857647,0.00309375,0.006983060438081326,0.996,0.009359685767824356,crmf,CRMF,30,0.0012429263083950806,0.001087505372212572,0.0,0.0,message_dropout_0p10
0.0331,0.0,0.0,uniform,0.00044449238223891505,0.0002140307872414123,0.006309046267609367,0.0006016612057096132,0.0,0.0,1.0,0.0,crmf,CRMF,30,0.002898821354921023,0.0009993406591762176,0.0,0.0,message_dropout_0p10
0.0123,0.3,0.466091599699399,clustered,0.0004357648288772517,0.00020985985348912327,0.006273959460183355,0.0009082451464634174,0.15560416666666665,0.18593328800889541,0.72765625,0.205885416893833,crmf,CRMF,30,0.004282602289778498,0.0019159831980667653,31.8,29.658283718102236,observation_delay_2
0.0204,0.26666666666666666,0.4497764451088036,clustered,0.0005283540356570756,0.0002482442423856527,0.006237275784575311,0.0008743706057390452,0.13483333333333333,0.17403048352343994,0.7641875,0.18800839122872626,crmf,CRMF,30,0.004006322555856038,0.001926008496830667,27.2,30.346731915167314,observation_delay_2
0.0331,0.16666666666666666,0.3790490217894517,clustered,0.0005413984591474522,0.0002540071451975179,0.006229879704594289,0.0009020263856603844,0.11975,0.16720876637223342,0.7897916666666667,0.19287434795332306,crmf,CRMF,30,0.004078495702609287,0.002055225200416773,26.433333333333334,30.744422912617583,observation_delay_2
0.0123,0.13333333333333333,0.3457459036417604,uniform,0.00045172418176083986,0.00040968739513654723,0.006931471684256876,0.0007314900955040554,0.08358333333333333,0.07043845200480582,0.9148229166666667,0.06973199944492947,crmf,CRMF,30,0.00039013187583817737,0.0005866412624220445,8.133333333333333,21.090500122147382,observation_delay_2
0.0204,0.0,0.0,uniform,0.0003969278579650474,0.0002685842285915843,0.006560719404759965,0.0005891153834022312,0.00309375,0.006983060438081326,0.996,0.009359685767824356,crmf,CRMF,30,0.0012541630838717912,0.0010883837949605955,0.0,0.0,observation_delay_2
0.0331,0.0,0.0,uniform,0.00044449238223891505,0.0002140307872414123,0.006309046198275488,0.0006016612906308744,0.0,0.0,1.0,0.0,crmf,CRMF,30,0.002898821354921023,0.0009993406591762176,0.0,0.0,observation_delay_2
0.0123,0.26666666666666666,0.4497764451088036,clustered,0.00038816816064281794,0.00018356434145158244,0.006274281566018682,0.0009081773672516816,0.15043749999999997,0.18762130774124372,0.7288020833333333,0.2135307954725082,crmf,CRMF,30,0.005588974173576117,0.0020000999156427287,33.833333333333336,29.492352408289047,position_noise_sigma_0p01rb
0.0204,0.16666666666666666,0.3790490217894517,clustered,0.0004867473151572482,0.00023490563353187067,0.0062377578405082845,0.000873783610861653,0.12820833333333334,0.17334366507393445,0.7750208333333333,0.19203872559053495,crmf,CRMF,30,0.005233943945482771,0.002097887904973308,25.233333333333334,30.043282952678666,position_noise_sigma_0p01rb
0.0331,0.16666666666666666,0.3790490217894517,clustered,0.0004942016815682543,0.000232686026193222,0.006230106565719429,0.0009017136397974774,0.11516666666666667,0.1676587427573895,0.796625,0.19436119878379124,crmf,CRMF,30,0.005100766045077817,0.002037860952788891,24.4,30.39464562646883,position_noise_sigma_0p01rb
0.0123,0.13333333333333333,0.3457459036417604,uniform,0.00043372879005577073,0.00038862860355758474,0.006926828902870817,0.0007310078097179175,0.08385416666666666,0.0705021787029863,0.9145520833333334,0.06978949082000262,crmf,CRMF,30,0.0004109528089488806,0.0006321781659674798,8.133333333333333,21.090500122147382,position_noise_sigma_0p01rb
