target_degree,eval_seed,n_agents,steps,final_fragmentation,mean_fragmentation,polar_order,neighbor_loss_rate,control_energy,mean_radius,mean_probe_degree,mean_interaction_out_degree
5,20007,16,200,0.0,0.0,0.9648781340113723,0.0028125,0.007698516328433086,7.170613205832568,1.3725124378109452,4.873134328358209
5,20008,16,200,0.0,0.0,0.9860726247482948,0.0009375,0.009075799642248826,7.152469681218057,1.248134328358209,5.243781094527363
5,20009,16,200,0.0,0.0,0.9899682352163202,0.0009375,0.009233670605240945,7.412705919268312,1.1243781094527363,4.877176616915423
5,20010,16,200,0.0,0.0,0.9900660136868901,0.001875,0.010347365282041308,7.72721267280112,0.8737562189054726,4.690298507462686
5,20011,16,200,0.0,0.0,0.9809452540937952,0.0003125,0.007544799428245363,6.701129109223454,1.8799751243781095,4.899564676616915
5,20012,16,200,0.0,0.0,0.9926722167345284,0.000625,0.010825500118204587,7.895284707521057,0.6256218905472637,5.066542288557214
5,20013,16,200,0.0,0.0,0.9466516850501141,0.0015625,0.00901861856356647,7.040275093847652,1.537313432835821,3.9657960199004973
5,20014,16,200,0.0,0.0,0.9543901801875081,0.001875,0.008436515914594777,6.331799065312796,2.0,4.10976368159204
5,20015,16,200,0.0,0.0,0.9835361290103096,0.003125,0.0114436728973314,7.397756825328391,0.9981343283582089,4.2627487562189055
5,20016,16,200,0.0,0.0,0.9916039741565468,0.001875,0.009359876231771402,6.690319478496532,1.8669154228855722,4.462375621890548
5,20017,16,200,0.0,0.0,0.9861621104625211,0.0009375,0.009665000102870257,7.4320996471654075,1.0024875621890548,4.722014925373134
5,20018,16,200,0.0,0.0,0.9873859891211468,0.0003125,0.011040453739660156,6.94466937415708,1.623134328358209,4.355410447761194
5,20019,16,200,0.0,0.0,0.9746792405980085,0.0021875,0.009441703608913266,6.912490177015259,1.375,4.385883084577115
5,20020,16,200,0.0,0.0,0.966959320188917,0.004375,0.009859718702503824,6.91115752892821,1.5491293532338308,4.276119402985074
5,20021,16,200,0.0,0.0,0.9945153721001451,0.001875,0.008282980052862966,7.309591581870031,1.1243781094527363,5.333333333333333
5,20022,16,200,0.0,0.0,0.9853761521705499,0.003125,0.008674892115490386,7.603540609057891,0.7475124378109452,4.583333333333333
5,20023,16,200,0.0,0.0,0.9781377797211758,0.004375,0.01030464692426398,6.794564050740797,1.5895522388059702,5.349191542288557
5,20024,16,200,0.0,0.0,0.867512697205821,0.003125,0.007235411631490671,7.471213821564817,1.1088308457711442,4.090796019900497
5,20025,16,200,0.0,0.0,0.9808437500318457,0.000625,0.009985189139030893,7.3555961656703825,1.1293532338308458,3.915422885572139
5,20026,16,200,0.0,0.0,0.9949300908312821,0.0021875,0.010127794821061253,6.60170356962594,1.751865671641791,4.913557213930348
5,20027,16,200,0.0,0.0,0.990063010043195,0.0034375,0.007055840277443614,7.573484351534233,1.0049751243781095,5.119713930348259
5,20028,16,200,0.0,0.0,0.9876631434689188,0.000625,0.009576308866875216,7.883823332232198,0.6262437810945274,4.465796019900497
5,20029,16,200,0.0,0.0,0.9874029715318142,0.000625,0.009347354207086428,7.503393018706666,1.006218905472637,4.713308457711443
5,20030,16,200,0.0,0.0,0.9875264494527987,0.0025,0.00929393127558636,6.613876430176212,1.8619402985074627,4.802238805970149
5,20031,16,200,0.0,0.0,0.9836844972257366,0.000625,0.0075931446716616625,6.702147226988823,1.501865671641791,4.787624378109452
5,20032,16,200,0.0,0.0,0.9899484052244228,0.001875,0.00924773746049685,7.229723843807878,1.3756218905472637,4.532960199004975
5,20033,16,200,0.0,0.0,0.9934241776236898,0.001875,0.007985315247000194,7.222666080109304,1.2524875621890548,4.689054726368159
5,20034,16,200,0.0,0.0,0.9913012342404183,0.0003125,0.007131042266096582,6.724496564704664,1.625,4.724813432835821
5,20035,16,200,0.0,0.0,0.990757344899145,0.00125,0.0088381287255978,7.670224974441875,0.753731343283582,4.800062189054726
5,20036,16,200,0.0,0.0,0.9620639806789273,0.0015625,0.01140990653529481,7.401282584248281,1.0037313432835822,4.924440298507463
5,20037,16,200,0.0,0.0,0.9859334448241686,0.0009375,0.007709140914927127,7.600529913170166,1.001865671641791,4.985385572139304
5,20038,16,200,0.0,0.0,0.9807912668370797,0.0025,0.009690204647752153,7.261422360510964,1.2506218905472637,4.193718905472637
5,20039,16,200,0.0,0.0,0.9674263979448229,0.00375,0.006605971054624523,6.910550512160567,1.7319651741293531,5.173507462686567
5,20040,16,200,0.0,0.0,0.9365023963262068,0.0015625,0.007445460397435672,6.9754072270138945,1.513681592039801,4.714863184079602
5,20041,16,200,0.0,0.0,0.9837685092035919,0.001875,0.010732827115965746,7.157321667701446,1.2450248756218905,4.699004975124378
5,20042,16,200,0.0,0.0,0.9775887906055506,0.0,0.009437025267200336,7.366498529085865,1.0006218905472637,4.2372512437810945
5,20043,16,200,0.0,0.0,0.9874048537522222,0.003125,0.011480347396937636,6.342967874197941,2.1225124378109452,4.8090796019900495
5,20044,16,200,0.0,0.0,0.9854551675281942,0.003125,0.009649850393461935,7.25188477616995,1.3861940298507462,4.681902985074627
5,20045,16,200,0.0,0.0,0.9904129283761326,0.0015625,0.009867956357784162,6.678460818722793,1.6150497512437811,4.880597014925373
5,20046,16,200,0.0,0.0,0.9941560685707885,0.0015625,0.006959788296247073,7.011514363188,1.6237562189054726,4.996890547263682
5,20047,16,200,0.0,0.0,0.9806083907004117,0.00125,0.008797176650962123,7.114559796431769,1.3756218905472637,4.379664179104478
5,20048,16,200,0.0,0.0,0.9889820108277011,0.0015625,0.010002084779347225,7.519268922102478,1.1106965174129353,4.6809701492537314
5,20049,16,200,0.0,0.0,0.9830226346786364,0.000625,0.007937369054605587,7.12192076197312,1.375,4.92226368159204
6,20000,16,200,0.0,0.0,0.9932169037484233,0.0009375,0.009271423082080553,7.518616900054381,1.25,4.338308457711443
6,20001,16,200,0.0,0.0,0.9864025521457617,0.0015625,0.009276166510639158,7.384137981269163,1.248134328358209,5.200559701492537
6,20002,16,200,0.0,0.0,0.9891737549084415,0.0028125,0.009291692771503641,7.45106322956012,1.2475124378109452,4.574004975124378
