bootstrap_unit,ci95_high,ci95_low,comparison,density,half_width,metric,n_bootstrap,n_pairs,paired_mean_difference
shared evaluation seed,0.0,0.0,CRMF - ALF,0.02040816326530612,14.0,radius_min_saturation_fraction,2000,50,0.0
shared evaluation seed,0.02964334577114422,-0.020922419154228857,CRMF - ALF,0.02040816326530612,14.0,radius_max_saturation_fraction,2000,50,0.004116915422885572
shared evaluation seed,-2.9479836753731345,-3.1933634950248755,CRMF - ALF,0.02040816326530612,14.0,mean_degree_error,2000,50,-3.078737562189055
shared evaluation seed,-19.782150497512436,-21.353463463930346,CRMF - ALF,0.02040816326530612,14.0,mean_degree_error_sq,2000,50,-20.57664800995025
shared evaluation seed,0.00023140624999999916,-8.125e-05,CRMF - ALF,0.02040816326530612,14.0,radius_oscillation_frequency,2000,50,7.5e-05
shared evaluation seed,0.03125,-0.0025,CRDF - ALF,0.012345679012345678,18.0,final_fragmentation,2000,50,0.0125
shared evaluation seed,0.033352767412935316,-0.003902518656716417,CRDF - ALF,0.012345679012345678,18.0,mean_fragmentation,2000,50,0.015248756218905472
shared evaluation seed,-0.13125,-0.22125,CRDF - ALF,0.012345679012345678,18.0,final_largest_scc_fraction,2000,50,-0.175
shared evaluation seed,-0.12864412313432833,-0.2097481343283582,CRDF - ALF,0.012345679012345678,18.0,mean_largest_scc_fraction,2000,50,-0.16861940298507463
shared evaluation seed,-0.4526602922885573,-0.5778086131840797,CRDF - ALF,0.012345679012345678,18.0,mean_degree,2000,50,-0.5119962686567164
shared evaluation seed,-0.9207948850772945,-1.0321119051977612,CRDF - ALF,0.012345679012345678,18.0,mean_radius,2000,50,-0.9743960090797718
shared evaluation seed,-41.62321954976289,-46.310575998512334,CRDF - ALF,0.012345679012345678,18.0,mean_interaction_area,2000,50,-43.90027984540723
shared evaluation seed,0.0017749999999999999,0.00119375,CRDF - ALF,0.012345679012345678,18.0,neighbor_loss_rate,2000,50,0.0014812500000000001
shared evaluation seed,-0.009277142114079257,-0.02789351433502032,CRDF - ALF,0.012345679012345678,18.0,polar_order,2000,50,-0.018022851280285947
shared evaluation seed,0.0034126726359269863,0.001900142431230071,CRDF - ALF,0.012345679012345678,18.0,velocity_dispersion,2000,50,0.0026168024845773085
shared evaluation seed,0.0021852763387904444,-0.0003118411887240114,CRDF - ALF,0.012345679012345678,18.0,control_energy,2000,50,0.00093359436857963
shared evaluation seed,0.02835021849339202,0.024776481132053118,CRDF - ALF,0.012345679012345678,18.0,radius_temporal_variation,2000,50,0.026546434400940865
shared evaluation seed,0.36537558193565856,0.3074296342717961,CRDF - ALF,0.012345679012345678,18.0,radius_command_temporal_variation,2000,50,0.33641754271385954
shared evaluation seed,0.0,0.0,CRDF - ALF,0.012345679012345678,18.0,radius_min_saturation_fraction,2000,50,0.0
shared evaluation seed,-0.7122077114427862,-0.7693193407960198,CRDF - ALF,0.012345679012345678,18.0,radius_max_saturation_fraction,2000,50,-0.740410447761194
shared evaluation seed,-1.3954267723880596,-1.5135272077114426,CRDF - ALF,0.012345679012345678,18.0,mean_degree_error,2000,50,-1.4537002487562187
shared evaluation seed,-13.078043687810947,-14.129769123134327,CRDF - ALF,0.012345679012345678,18.0,mean_degree_error_sq,2000,50,-13.583476368159204
shared evaluation seed,0.27840078125,0.23565109375,CRDF - ALF,0.012345679012345678,18.0,radius_oscillation_frequency,2000,50,0.25713125000000003
shared evaluation seed,0.03,0.0,CRMF - ALF,0.012345679012345678,18.0,final_fragmentation,2000,50,0.01
shared evaluation seed,0.0038624067164179086,-0.0006966728855721395,CRMF - ALF,0.012345679012345678,18.0,mean_fragmentation,2000,50,0.0012126865671641786
shared evaluation seed,0.04,-0.02,CRMF - ALF,0.012345679012345678,18.0,final_largest_scc_fraction,2000,50,0.01
shared evaluation seed,0.03574673507462686,0.0028355099502487577,CRMF - ALF,0.012345679012345678,18.0,mean_largest_scc_fraction,2000,50,0.016225124378109457
shared evaluation seed,0.09900342039800993,0.05277580845771145,CRMF - ALF,0.012345679012345678,18.0,mean_degree,2000,50,0.07465796019900499
shared evaluation seed,0.171386916890767,0.10108318650586649,CRMF - ALF,0.012345679012345678,18.0,mean_radius,2000,50,0.13339499077722938
shared evaluation seed,7.793376876987695,4.590239576853426,CRMF - ALF,0.012345679012345678,18.0,mean_interaction_area,2000,50,6.135329790662727
shared evaluation seed,-6.250000000000002e-06,-0.00011875,CRMF - ALF,0.012345679012345678,18.0,neighbor_loss_rate,2000,50,-6.25e-05
shared evaluation seed,0.0015733407371522705,-0.005271073425471166,CRMF - ALF,0.012345679012345678,18.0,polar_order,2000,50,-0.0014323648583433113
shared evaluation seed,-0.0001499043662030412,-0.0005944088621472419,CRMF - ALF,0.012345679012345678,18.0,velocity_dispersion,2000,50,-0.00034443111731862007
shared evaluation seed,6.306832798638877e-06,-0.000134293621907351,CRMF - ALF,0.012345679012345678,18.0,control_energy,2000,50,-4.6103319180311917e-05
shared evaluation seed,0.0005559456999035563,0.00019178717273082103,CRMF - ALF,0.012345679012345678,18.0,radius_temporal_variation,2000,50,0.00037637720242473144
shared evaluation seed,0.0007484139686520745,0.00027741531647505557,CRMF - ALF,0.012345679012345678,18.0,radius_command_temporal_variation,2000,50,0.000498640357911313
shared evaluation seed,0.0,0.0,CRMF - ALF,0.012345679012345678,18.0,radius_min_saturation_fraction,2000,50,0.0
