ci95_high,ci95_low,comparison,density,metric,n_pairs,paired_mean_difference,positive_fraction
3.074503046860989,1.4224228015707707,alf - lint,0.04938271604938271,mean_radius_sq,50,2.2731284892230343,0.8
0.037983302238805965,0.020793034825870648,alf - lint,0.04938271604938271,mean_normalized_comm_cost,50,0.029888474295190717,0.8
0.1527070895522388,0.0944012748756219,alf - lint,0.04938271604938271,radius_max_saturation_fraction,50,0.12417910447761195,0.9
0.00047499999999999994,-0.0003687500000000001,alf - lint,0.04938271604938271,contact_break_rate,50,4.374999999999992e-05,0.42
0.0005126562499999991,-0.0003125000000000001,alf - lint,0.04938271604938271,neighbor_loss_rate,50,9.37499999999999e-05,0.44
0.000409792875593521,-0.00024870762349344934,alf - lint,0.04938271604938271,polar_order,50,9.738843873935199e-05,0.72
1.2490818051548917e-05,-2.4434430698130206e-05,alf - lint,0.04938271604938271,velocity_dispersion,50,-3.9520184832503125e-06,0.34
0.0,0.0,alf - stardisplay,0.08163265306122448,final_fragmentation,50,0.0,0.0
0.0,-0.000914179104477612,alf - stardisplay,0.08163265306122448,mean_fragmentation,50,-0.000304726368159204,0.0
0.13628124999999985,0.04875,alf - stardisplay,0.08163265306122448,final_largest_scc_fraction,50,0.09125,0.44
0.13807307213930345,0.059241138059701486,alf - stardisplay,0.08163265306122448,mean_largest_scc_fraction,50,0.09587686567164179,0.46
4.045841573383084,3.645942319651741,alf - stardisplay,0.08163265306122448,mean_degree,50,3.8369589552238805,1.0
4.0494236629353235,3.6361013681592045,alf - stardisplay,0.08163265306122448,mean_interaction_out_degree,50,3.8369589552238805,1.0
1.729344380134853,1.6234484550349937,alf - stardisplay,0.08163265306122448,mean_radius,50,1.6766275709670018,1.0
254.0456548400392,235.5292457795954,alf - stardisplay,0.08163265306122448,mean_radius_footprint,50,245.19671827904276,1.0
15.9064677724331,14.728639464817613,alf - stardisplay,0.08163265306122448,mean_radius_sq,50,15.324794892440172,1.0
0.26944359452736316,0.24207093698175786,alf - stardisplay,0.08163265306122448,mean_normalized_comm_cost,50,0.25579726368159206,1.0
0.18943470149253733,0.14708939676616917,alf - stardisplay,0.08163265306122448,radius_max_saturation_fraction,50,0.16830223880597014,0.96
-0.00966859375,-0.01075625,alf - stardisplay,0.08163265306122448,contact_break_rate,50,-0.0102125,0.0
-0.010006250000000001,-0.011049999999999999,alf - stardisplay,0.08163265306122448,neighbor_loss_rate,50,-0.010512500000000001,0.0
