candidate_cap,contact_break_rate,controller_wall_s_per_agent_step,degree_variance,density,edge_persistence,episode_failure,final_edge_count,final_fragmentation,final_largest_scc_fraction,final_mean_in_degree,final_mean_out_degree,final_min_in_degree,final_min_out_degree,final_n_scc,final_normalized_comm_cost,final_rooted_fraction,final_sym_lambda2,geometry,half_width,mean_degree,mean_edge_count,mean_fragmentation,mean_interaction_area,mean_largest_scc_fraction,mean_min_in_degree,mean_min_out_degree,mean_n_scc,mean_normalized_comm_cost,mean_radius_footprint,mean_radius_sq,mean_rooted_fraction,mean_sym_lambda2,method,n_agents,neighbor_loss_rate,radius_max_saturation_fraction,radius_temporal_variation,seed,stage,steps
6.0,0.0,0.00021360882812501814,1.6555840201975198,0.0204,1.0,0,104.0,0.0,1.0,3.25,3.25,1.0,1.0,1.0,0.10483870967741936,1.0,0.2445805878762861,uniform,19.802950859533485,2.8992537313432836,92.77611940298507,0.17786069651741293,113.09733552923255,0.822139303482587,0.9154228855721394,0.9154228855721394,2.6318407960199006,0.09352431391429963,1152.0,36.0,0.2537313432835821,0.18245342497628164,crmf,32,0.0,1.0,0.0,28013,tuning,200
6.0,0.0025,0.00021215940625012307,1.59155924261621,0.0204,0.9991801561108492,0,110.0,0.0,1.0,3.4375,3.4375,1.0,1.0,1.0,0.11088709677419355,1.0,0.14461356069328005,uniform,19.802950859533485,3.2094216417910446,102.70149253731343,0.3541666666666667,112.63162623283522,0.6458333333333334,0.8407960199004975,0.8407960199004975,2.6318407960199006,0.10352973038035605,1147.256324059809,35.85176012686903,0.1890547263681592,0.10335789316807541,crmf,32,0.0025,0.7565298507462687,0.0005413441145749148,28014,tuning,200
6.0,0.001875,0.00023643075000023828,1.011896267264424,0.0204,0.9992810457516339,0,82.0,0.0,1.0,2.5625,2.5625,1.0,1.0,1.0,0.08266129032258064,1.0,0.16032764221480159,uniform,19.802950859533485,2.4449626865671643,78.23880597014926,0.16728855721393035,113.09733552923255,0.8327114427860697,0.9303482587064676,0.9303482587064676,2.0497512437810945,0.07886976408281159,1152.0,36.0,0.34328358208955223,0.0809366403919764,crmf,32,0.00171875,1.0,0.0,28015,tuning,200
6.0,0.00125,0.00021554243749989156,1.5096484887440904,0.0204,0.9993863909342524,0,96.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0967741935483871,1.0,0.2851384032147234,uniform,19.802950859533485,2.7981965174129355,89.54228855721394,0.11940298507462686,113.09733552923255,0.8805970149253731,0.9651741293532339,0.9651741293532339,1.7761194029850746,0.09026440378751445,1152.0,36.0,0.7562189054726368,0.1982256255781026,crmf,32,0.00125,1.0,0.0,28016,tuning,200
6.0,0.000625,0.00022623589062476413,2.6512386905259153,0.0204,0.9997893960932974,0,151.0,0.0,1.0,4.71875,4.71875,1.0,1.0,1.0,0.15221774193548387,1.0,0.5498987990355559,uniform,19.802950859533485,3.7868470149253732,121.17910447761194,0.26616915422885573,112.07950045722048,0.7338308457711443,0.8308457711442786,0.8308457711442786,2.4975124378109452,0.12215635532017331,1141.632417090367,35.67601303407397,0.22885572139303484,0.2304331828224405,crmf,32,0.000625,0.8401741293532339,0.0005662295521923107,28017,tuning,200
6.0,0.000625,0.00021807824999996227,1.617166035494171,0.0204,0.99976363063347,0,104.0,0.0,1.0,3.25,3.25,1.0,1.0,1.0,0.10483870967741936,1.0,0.18866682957904304,uniform,19.802950859533485,2.9738805970149254,95.16417910447761,0.2552860696517413,112.89526378106133,0.7447139303482587,0.8606965174129353,0.8606965174129353,2.4776119402985075,0.09593163216177196,1149.9417140748371,35.93567856483866,0.21890547263681592,0.12366272491926236,crmf,32,0.000625,0.8125,0.0005585350044337234,28018,tuning,200
6.0,0.00359375,0.0002484213281249481,3.459545787851786,0.0204,0.9991322045182865,0,137.0,0.0,1.0,4.28125,4.28125,1.0,1.0,1.0,0.1381048387096774,1.0,0.15315451863744645,uniform,19.802950859533485,4.244402985074627,135.82089552238807,0.1433457711442786,111.59093464264122,0.855410447761194,0.5870646766169154,0.5870646766169154,2.383084577114428,0.1369162253249876,1136.6559265677424,35.52049770524195,0.5833333333333334,0.12591812080892154,crmf,32,0.00359375,0.6105410447761194,0.001013524760187229,28019,tuning,200
7.0,0.000625,0.00022666599999979553,2.129777012790525,0.0204,0.9998070806611398,0,121.0,0.0,1.0,3.78125,3.78125,1.0,1.0,1.0,0.1219758064516129,1.0,0.35333991566691103,uniform,19.802950859533485,3.7434701492537314,119.7910447761194,0.0010883084577114428,153.39856851831945,0.9989116915422885,0.9651741293532339,0.9651741293532339,1.0348258706467661,0.12075710158882956,1562.5049883463257,48.82828088582268,0.9651741293532339,0.3520974869124726,crmf,32,0.000625,0.8126554726368159,0.0004933575102581162,28001,tuning,200
7.0,0.0009375,0.00025750170312505816,2.2832140747985816,0.0204,0.9996961530331854,0,123.0,0.0,1.0,3.84375,3.84375,1.0,1.0,1.0,0.12399193548387097,1.0,0.1531191075070421,uniform,19.802950859533485,3.697294776119403,118.31343283582089,0.016635572139303483,153.62244063768674,0.9833644278606966,0.8805970149253731,0.9054726368159204,1.4676616915422886,0.11926757342320678,1564.7853310290627,48.89954159465821,0.6766169154228856,0.14254242239910514,crmf,32,0.00078125,0.9034514925373134,0.00013374117238925038,28000,tuning,200
7.0,0.001875,0.00022912339062486353,2.6926421027635454,0.0204,0.9993442468184737,0,121.0,0.0,1.0,3.78125,3.78125,1.0,1.0,1.0,0.1219758064516129,1.0,0.3154641460820603,uniform,19.802950859533485,3.5693407960199006,114.21890547263682,0.014769900497512438,150.5231834931568,0.9849191542288557,0.6965174129353234,0.6965174129353234,1.4825870646766168,0.11514002567806084,1533.2165569833148,47.91301740572859,0.6965174129353234,0.20700038557549505,crmf,32,0.001875,0.6361940298507462,0.000595479468702732,28003,tuning,200
