bootstrap_unit,ci95_high,ci95_low,density,effect,geometry,holm_adjusted_pvalue,holm_family,median_difference,metric,n_agents,n_pairs,paired_mean_difference,positive_fraction,scope,sign_consistency,sign_flip_pvalue
shared held-out evaluation seed,-0.016084140625,-0.017868828125,0.08,requested_measurement_did,elongated,nan,none_cellwise,-0.016953125,contact_break_rate,32,50,-0.016984375,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.01610921875,-0.017922109375,0.08,requested_base_did,elongated,nan,none_cellwise,-0.016953125,contact_break_rate,32,50,-0.016984375,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.23419476834577116,0.18862550528606964,0.08,aperture_main_effect,elongated,nan,none_cellwise,0.20743936567164178,mean_largest_scc_fraction,32,50,0.21147232587064674,0.98,cell,0.98,0.0001999600079984003
shared held-out evaluation seed,-0.21985739272388058,-0.2790504508706467,0.08,base_main_effect,elongated,nan,none_cellwise,-0.25353700248756217,mean_largest_scc_fraction,32,50,-0.25057369402985075,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.41370841106965167,0.28383690920398014,0.08,aperture_base_interaction,elongated,nan,none_cellwise,0.3460043532338309,mean_largest_scc_fraction,32,50,0.35168221393034826,0.92,cell,0.92,0.0001999600079984003
shared held-out evaluation seed,0.4115384794776119,0.28457314987562193,0.08,requested_measurement_did,elongated,nan,none_cellwise,0.3460043532338309,mean_largest_scc_fraction,32,50,0.35168221393034826,0.92,cell,0.92,0.0001999600079984003
shared held-out evaluation seed,0.4117476679104477,0.2915545708955224,0.08,requested_base_did,elongated,nan,none_cellwise,0.3460043532338309,mean_largest_scc_fraction,32,50,0.35168221393034826,0.92,cell,0.92,0.0001999600079984003
shared held-out evaluation seed,0.0034165026590081697,0.002507174509633346,0.08,aperture_main_effect,uniform,nan,none_cellwise,0.002963672357857933,mean_abs_radius_update,32,50,0.002961907285918397,0.96,cell,0.96,0.0001999600079984003
shared held-out evaluation seed,-0.0014634770778799483,-0.002358585075691662,0.08,base_main_effect,uniform,nan,none_cellwise,-0.0020255669237284717,mean_abs_radius_update,32,50,-0.0019070713761562355,0.06,cell,0.94,0.0001999600079984003
shared held-out evaluation seed,-0.018128400020712598,-0.019851305493749576,0.08,aperture_base_interaction,uniform,nan,none_cellwise,-0.019128235934694416,mean_abs_radius_update,32,50,-0.019002113680262122,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.018137776798278656,-0.019860219815800776,0.08,requested_measurement_did,uniform,nan,none_cellwise,-0.019128235934694416,mean_abs_radius_update,32,50,-0.019002113680262122,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.01812075637318158,-0.019871151044288972,0.08,requested_base_did,uniform,nan,none_cellwise,-0.019128235934694416,mean_abs_radius_update,32,50,-0.019002113680262122,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.0043328906249999995,0.0028655859375000003,0.08,aperture_main_effect,uniform,nan,none_cellwise,0.004140625,contact_break_rate,32,50,0.0036328125,0.92,cell,0.92,0.0001999600079984003
shared held-out evaluation seed,-0.0011608984375000003,-0.0024548437500000004,0.08,base_main_effect,uniform,nan,none_cellwise,-0.0025000000000000005,contact_break_rate,32,50,-0.0018359375,0.16,cell,0.84,0.0001999600079984003
shared held-out evaluation seed,-0.0007964843750000022,-0.002959375,0.08,aperture_base_interaction,uniform,nan,none_cellwise,-0.0011718750000000015,contact_break_rate,32,50,-0.0018468750000000004,0.32,cell,0.68,0.001799640071985603
shared held-out evaluation seed,-0.0007904687500000009,-0.002921953125,0.08,requested_measurement_did,uniform,nan,none_cellwise,-0.0011718750000000013,contact_break_rate,32,50,-0.001846875,0.32,cell,0.68,0.001799640071985603
