command_clip_fraction_mean,contact_break_rate_mean,controller_wall_s_per_agent_step_mean,count_threshold_crossing_rate_mean,density,geometry,mean_abs_command_update_mean,mean_abs_radius_update_mean,mean_fragmentation_mean,mean_largest_scc_fraction_mean,method,n_agents,n_episodes,neighbor_loss_rate_mean,radius_max_saturation_fraction_mean
6.218905472636816e-06,0.00230625,6.26477792294865e-05,0.012875,0.0331,clustered,0.6754868203429703,0.002902007471297128,0.13182213930348258,0.8366666666666667,crmf,16,50,0.0021375,6.218905472636816e-06
0.004502487562189055,0.00210625,6.462499502441999e-05,0.0116625,0.0331,elongated,1.264485367942183,0.00283408615142341,0.006529850746268657,0.942207711442786,crmf,16,50,0.0019375,6.840796019900498e-05
0.3498818407960199,0.00169375,6.323904291203368e-05,0.005806250000000001,0.0331,uniform,0.7043073300891751,0.0028118576123806705,0.00029850746268656717,0.998389303482587,crmf,16,50,0.0015625,0.31406716417910446
0.030438432835820897,0.004771875,0.00011263097450268021,0.021665625,0.0123,clustered,1.4112922781877244,0.0035502819884267677,0.20388059701492536,0.7118221393034826,crmf,32,50,0.00445,0.028078358208955226
0.08227611940298507,0.00349375,0.00011597736411656581,0.028871875,0.0123,elongated,1.5316905365713325,0.004711714786681936,0.06471703980099502,0.8503140547263682,crmf,32,50,0.003315625,0.0319092039800995
0.9190018656716419,0.00088125,0.00010624437562215752,0.001134375,0.0123,uniform,0.04689940494039064,0.0008235249961700678,0.133056592039801,0.8608644278606965,crmf,32,50,0.00085625,0.8578389303482586
0.005929726368159204,0.0061937500000000005,0.00011115298849478191,0.0229,0.0204,clustered,1.1478612507708144,0.0034616784222073972,0.19101679104477612,0.7185789800995025,crmf,32,50,0.0057625,0.0014303482587064676
0.023336442786069653,0.00409375,0.00011237810727578366,0.02895,0.0204,elongated,1.3412786387043711,0.004048186327495503,0.052185945273631844,0.8557991293532338,crmf,32,50,0.00376875,0.005923507462686567
0.7110416666666667,0.001353125,0.00011505172014916123,0.005075,0.0204,uniform,0.25573661879516535,0.0018554355884671087,0.012465796019900497,0.9857058457711443,crmf,32,50,0.0012843750000000001,0.6599844527363184
0.0019713930348258706,0.0077375000000000005,9.664726958965671e-05,0.0226875,0.0331,clustered,0.9044844091361952,0.003491814083418311,0.18069651741293533,0.7412468905472638,crmf,32,50,0.0072,3.420398009950249e-05
0.009555348258706468,0.00511875,8.444137717684675e-05,0.028703125,0.0331,elongated,1.1052459873280491,0.003879705563466524,0.04467972636815921,0.8777394278606966,crmf,32,50,0.004715625,0.0006529850746268656
0.3155254975124378,0.002859375,0.00010975406529849406,0.01383125,0.0331,uniform,0.8526267339853468,0.003579415110743533,0.0003171641791044776,0.9962531094527363,crmf,32,50,0.00270625,0.2679757462686567
0.7471517412935323,0.0023,5.9888252487486735e-05,0.00075625,0.0123,clustered,1.1304420664554808,0.011072911259606298,0.07407338308457712,0.8969962686567164,fpcm,16,50,0.00221875,0.0825
